GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0000082	G1/S transition of mitotic cell cycle	3.41e-03	3.41e-03	1	EP300,ACVR1B,TP53,EGFR,CDKN2A,ATM,PTEN
GO:0051347	positive regulation of transferase activity	4.44e-02	4.44e-02	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,EGFR,PTEN,LRRK2
GO:0051726	regulation of cell cycle	1.18e-10	1.18e-10	1	BRCA1,ATRX,MECOM,EP300,STAG2,PPP2R1A,SMC3,APC,BRCA2,TP53,EGFR,TAF1,CDKN2A,ATM,BAP1,CDK12,PTEN,ATR,MTOR
GO:0007346	regulation of mitotic cell cycle	3.05e-04	3.05e-04	1	ATRX,EP300,APC,BRCA2,TP53,EGFR,ATM,PTEN
GO:0010564	regulation of cell cycle process	2.24e-08	2.24e-08	1	BRCA1,ATRX,EP300,STAG2,PPP2R1A,SMC3,APC,BRCA2,TP53,EGFR,TAF1,CDKN2A,ATM,PTEN
GO:1901987	regulation of cell cycle phase transition	8.88e-04	8.88e-04	1	EP300,APC,TP53,EGFR,TAF1,ATM,PTEN
GO:1902806	regulation of cell cycle G1/S phase transition	1.38e-04	1.38e-04	1	EP300,TP53,EGFR,TAF1,ATM,PTEN
GO:1901990	regulation of mitotic cell cycle phase transition	4.24e-03	4.24e-03	1	EP300,APC,TP53,EGFR,ATM,PTEN
GO:2000045	regulation of G1/S transition of mitotic cell cycle	1.37e-03	1.37e-03	1	EP300,TP53,EGFR,ATM,PTEN
GO:0045786	negative regulation of cell cycle	2.43e-07	2.43e-07	1	BRCA1,ATRX,EP300,STAG2,SMC3,APC,TP53,EGFR,CDKN2A,ATM,PTEN,ATR,MTOR
GO:0010948	negative regulation of cell cycle process	7.32e-06	7.32e-06	1	BRCA1,ATRX,EP300,STAG2,SMC3,APC,TP53,ATM,PTEN
GO:1901988	negative regulation of cell cycle phase transition	1.02e-02	1.02e-02	1	EP300,APC,TP53,ATM,PTEN
GO:1902807	negative regulation of cell cycle G1/S phase transition	1.13e-02	1.13e-02	1	EP300,TP53,ATM,PTEN
GO:0045930	negative regulation of mitotic cell cycle	7.54e-05	7.54e-05	1	ATRX,EP300,APC,TP53,EGFR,ATM,PTEN
GO:1901991	negative regulation of mitotic cell cycle phase transition	8.36e-03	8.36e-03	1	EP300,APC,TP53,ATM,PTEN
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	9.91e-03	9.91e-03	1	EP300,TP53,ATM,PTEN
GO:0045839	negative regulation of mitotic nuclear division	2.19e-02	2.19e-02	1	ATRX,APC,ATM
GO:0080135	regulation of cellular response to stress	6.97e-06	6.97e-06	1	BRCA1,POLQ,MECOM,EP300,NFE2L2,EGFR,CDKN2A,ATM,PTEN,ATR,LRRK2,MTOR
GO:2001020	regulation of response to DNA damage stimulus	4.39e-02	4.39e-02	1	BRCA1,POLQ,EGFR,ATM,ATR
GO:1900034	regulation of cellular response to heat	1.01e-02	1.01e-02	1	EP300,ATM,ATR,MTOR
GO:0045787	positive regulation of cell cycle	5.67e-03	5.67e-03	1	ATRX,BRCA2,TP53,EGFR,ATM
GO:0016569	covalent chromatin modification	5.77e-13	5.77e-13	1	BRCA1,ATRX,MECOM,EP300,ARID1A,DNMT3A,KDM5C,BRCA2,TP53,KDM6A,TAF1,ATM,BAP1,PBRM1,NSD1,TET2,ASXL1,SETD2
GO:0016570	histone modification	1.47e-10	1.47e-10	1	BRCA1,ATRX,MECOM,EP300,KDM5C,BRCA2,TP53,KDM6A,TAF1,ATM,BAP1,NSD1,TET2,ASXL1,SETD2
GO:0016571	histone methylation	4.66e-05	4.66e-05	1	BRCA1,ATRX,MECOM,KDM6A,NSD1,TET2,SETD2
GO:0000075	cell cycle checkpoint	1.23e-02	1.23e-02	1	BRCA1,EP300,APC,TP53,ATM,ATR
GO:0031570	DNA integrity checkpoint	3.79e-02	3.79e-02	1	BRCA1,EP300,TP53,ATM,ATR
GO:0000077	DNA damage checkpoint	2.79e-02	2.79e-02	1	BRCA1,EP300,TP53,ATM,ATR
GO:0007050	cell cycle arrest	1.48e-03	1.48e-03	1	BRCA1,EP300,APC,TP53,CDKN2A,ATM,MTOR
GO:0000819	sister chromatid segregation	6.91e-03	6.91e-03	1	ATRX,STAG2,PPP2R1A,SMC3,APC,ATM
GO:0033046	negative regulation of sister chromatid segregation	1.20e-02	1.20e-02	1	ATRX,APC,ATM
GO:0000070	mitotic sister chromatid segregation	1.00e-02	1.00e-02	1	ATRX,PPP2R1A,SMC3,APC,ATM
GO:0033047	regulation of mitotic sister chromatid segregation	4.94e-02	4.94e-02	1	ATRX,APC,ATM
GO:0033048	negative regulation of mitotic sister chromatid segregation	9.81e-03	9.81e-03	1	ATRX,APC,ATM
GO:0072331	signal transduction by p53 class mediator	1.12e-04	1.12e-04	1	BRCA1,ATRX,EP300,BRCA2,TP53,TAF1,ATM,ATR
GO:0030330	DNA damage response, signal transduction by p53 class mediator	4.74e-06	4.74e-06	1	BRCA1,ATRX,EP300,BRCA2,TP53,ATM,ATR
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	7.69e-03	7.69e-03	1	BRCA1,BRCA2,TP53
GO:1901796	regulation of signal transduction by p53 class mediator	2.14e-03	2.14e-03	1	BRCA1,EP300,TP53,TAF1,ATM,ATR
GO:0006259	DNA metabolic process	1.32e-09	1.32e-09	1	BRCA1,POLQ,ATRX,EP300,STAG2,PPP2R1A,SMC3,DNMT3A,PIK3CA,PDGFRA,BRCA2,TP53,EGFR,CDKN2A,ATM,TET2,ATR,SETD2
GO:0051052	regulation of DNA metabolic process	5.89e-11	5.89e-11	1	BRCA1,POLQ,ATRX,STAG2,PPP2R1A,SMC3,PIK3CA,PDGFRA,BRCA2,TP53,EGFR,CDKN2A,ATM,ATR
GO:0006304	DNA modification	3.72e-03	3.72e-03	1	BRCA1,ATRX,DNMT3A,PIK3CA,TET2
GO:0006305	DNA alkylation	1.46e-02	1.46e-02	1	BRCA1,ATRX,DNMT3A,PIK3CA
GO:0044728	DNA methylation or demethylation	1.08e-03	1.08e-03	1	BRCA1,ATRX,DNMT3A,PIK3CA,TET2
GO:0006306	DNA methylation	1.46e-02	1.46e-02	1	BRCA1,ATRX,DNMT3A,PIK3CA
GO:0006281	DNA repair	1.69e-05	1.69e-05	1	POLQ,ATRX,EP300,SMC3,BRCA2,TP53,EGFR,ATM,ATR,SETD2
GO:0006260	DNA replication	4.14e-08	4.14e-08	1	BRCA1,POLQ,ATRX,STAG2,PPP2R1A,SMC3,PDGFRA,BRCA2,EGFR,ATM,ATR
GO:0006261	DNA-dependent DNA replication	5.69e-03	5.69e-03	1	POLQ,ATRX,STAG2,SMC3,BRCA2
GO:0044786	cell cycle DNA replication	5.25e-04	5.25e-04	1	ATRX,STAG2,SMC3,BRCA2
GO:0006275	regulation of DNA replication	1.20e-07	1.20e-07	1	ATRX,STAG2,PPP2R1A,SMC3,PDGFRA,BRCA2,EGFR,ATR
GO:0090329	regulation of DNA-dependent DNA replication	1.31e-03	1.31e-03	1	ATRX,STAG2,SMC3,BRCA2
GO:0071897	DNA biosynthetic process	6.02e-03	6.02e-03	1	BRCA1,POLQ,BRCA2,TP53,ATM,ATR
GO:0051054	positive regulation of DNA metabolic process	8.47e-03	8.47e-03	1	BRCA1,ATRX,PDGFRA,EGFR,ATM,ATR
GO:0045740	positive regulation of DNA replication	2.53e-02	2.53e-02	1	ATRX,PDGFRA,EGFR
GO:0018205	peptidyl-lysine modification	1.27e-06	1.27e-06	1	BRCA1,ATRX,MECOM,EP300,BRCA2,KDM6A,TAF1,CDKN2A,NSD1,TET2,SETD2
GO:0018022	peptidyl-lysine methylation	2.06e-05	2.06e-05	1	BRCA1,ATRX,MECOM,KDM6A,NSD1,TET2,SETD2
GO:0018023	peptidyl-lysine trimethylation	4.32e-03	4.32e-03	1	ATRX,TET2,SETD2
GO:0034968	histone lysine methylation	1.05e-05	1.05e-05	1	BRCA1,ATRX,MECOM,KDM6A,NSD1,TET2,SETD2
GO:0097190	apoptotic signaling pathway	2.52e-05	2.52e-05	1	BRCA1,FGFR3,EP300,PPP2R1A,NFE2L2,ACVR1B,BRCA2,TP53,ATM,PTEN,LRRK2,NF1
GO:2001233	regulation of apoptotic signaling pathway	2.22e-02	2.22e-02	1	BRCA1,PPP2R1A,NFE2L2,TP53,PTEN,LRRK2,NF1
GO:0097193	intrinsic apoptotic signaling pathway	2.95e-03	2.95e-03	1	BRCA1,EP300,NFE2L2,BRCA2,TP53,ATM,LRRK2
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	3.20e-03	3.20e-03	1	BRCA1,EP300,BRCA2,TP53,ATM
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3.52e-02	3.52e-02	1	EP300,BRCA2,TP53
GO:0097191	extrinsic apoptotic signaling pathway	2.62e-02	2.62e-02	1	BRCA1,FGFR3,PPP2R1A,ACVR1B,PTEN,NF1
GO:2001022	positive regulation of response to DNA damage stimulus	2.81e-02	2.81e-02	1	BRCA1,EGFR,ATM,ATR
GO:0000732	strand displacement	3.52e-02	3.52e-02	1	BRCA1,BRCA2,ATM
GO:0043549	regulation of kinase activity	8.54e-06	8.54e-06	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,APC,EGFR,CDK12,PTEN,LRRK2,NF1,MTOR
GO:0071158	positive regulation of cell cycle arrest	4.45e-02	4.45e-02	1	BRCA1,EP300,TP53,ATM
GO:0051053	negative regulation of DNA metabolic process	1.56e-06	1.56e-06	1	POLQ,STAG2,SMC3,BRCA2,TP53,ATM,ATR
GO:0008156	negative regulation of DNA replication	4.67e-04	4.67e-04	1	STAG2,SMC3,BRCA2,ATR
GO:2000104	negative regulation of DNA-dependent DNA replication	4.05e-03	4.05e-03	1	STAG2,SMC3,BRCA2
GO:0031056	regulation of histone modification	2.29e-02	2.29e-02	1	BRCA1,ATRX,TP53,ATM,NSD1
GO:0045859	regulation of protein kinase activity	6.07e-04	6.07e-04	1	MAP3K1,PPP2R1A,PIK3CA,APC,EGFR,CDKN2A,CDK12,PTEN,LRRK2,NF1,MTOR
GO:1904029	regulation of cyclin-dependent protein kinase activity	4.89e-02	4.89e-02	1	APC,EGFR,CDKN2A,PTEN
GO:1904030	negative regulation of cyclin-dependent protein kinase activity	2.95e-02	2.95e-02	1	APC,CDKN2A,PTEN
GO:0071900	regulation of protein serine/threonine kinase activity	1.14e-03	1.14e-03	1	MAP3K1,PPP2R1A,APC,EGFR,CDKN2A,CDK12,PTEN,LRRK2,NF1
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4.43e-02	4.43e-02	1	APC,EGFR,CDKN2A,PTEN
GO:0071901	negative regulation of protein serine/threonine kinase activity	1.21e-02	1.21e-02	1	PPP2R1A,APC,CDKN2A,PTEN,NF1
GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	2.95e-02	2.95e-02	1	APC,CDKN2A,PTEN
GO:0071496	cellular response to external stimulus	1.08e-03	1.08e-03	1	MAP3K1,NFE2L2,TP53,EGFR,ARHGAP35,LRRK2,MTOR
GO:0009991	response to extracellular stimulus	2.62e-03	2.62e-03	1	NFE2L2,DNMT3A,TP53,EGFR,ARHGAP35,PTEN,LRRK2,MTOR
GO:0031667	response to nutrient levels	1.87e-02	1.87e-02	1	NFE2L2,DNMT3A,TP53,EGFR,PTEN,LRRK2,MTOR
GO:0031668	cellular response to extracellular stimulus	4.97e-02	4.97e-02	1	NFE2L2,TP53,ARHGAP35,LRRK2,MTOR
GO:0033365	protein localization to organelle	1.34e-04	1.34e-04	1	ATRX,RPL5,BRCA2,TP53,EGFR,BAP1,ATR,ERBB4,LRRK2,NF1,MTOR
GO:0072594	establishment of protein localization to organelle	1.14e-04	1.14e-04	1	RPL5,BRCA2,TP53,EGFR,BAP1,ERBB4,LRRK2,NF1,MTOR
GO:1902532	negative regulation of intracellular signal transduction	5.79e-03	5.79e-03	1	MECOM,PPP2R1A,NFE2L2,ATM,ARHGAP35,PTEN,LRRK2,NF1
GO:0060548	negative regulation of cell death	1.68e-03	1.68e-03	1	BRCA1,MECOM,NFE2L2,PIK3CA,VHL,TP53,EGFR,NOTCH1,PTEN,ERBB4,LRRK2,MTOR
GO:0043069	negative regulation of programmed cell death	7.14e-04	7.14e-04	1	BRCA1,MECOM,NFE2L2,PIK3CA,VHL,TP53,EGFR,NOTCH1,PTEN,ERBB4,LRRK2,MTOR
GO:0043066	negative regulation of apoptotic process	4.64e-03	4.64e-03	1	BRCA1,NFE2L2,PIK3CA,VHL,TP53,EGFR,NOTCH1,PTEN,ERBB4,LRRK2,MTOR
GO:0070482	response to oxygen levels	2.17e-05	2.17e-05	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,ATM,PTEN,NF1,MTOR
GO:0036293	response to decreased oxygen levels	1.34e-05	1.34e-05	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,ATM,PTEN,NF1,MTOR
GO:0001666	response to hypoxia	1.07e-05	1.07e-05	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,ATM,PTEN,NF1,MTOR
GO:0071453	cellular response to oxygen levels	4.40e-05	4.40e-05	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,PTEN,MTOR
GO:0036294	cellular response to decreased oxygen levels	2.96e-05	2.96e-05	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,PTEN,MTOR
GO:0071456	cellular response to hypoxia	2.22e-05	2.22e-05	1	EP300,NFE2L2,DNMT3A,VHL,TP53,NOTCH1,PTEN,MTOR
GO:0018209	peptidyl-serine modification	6.74e-03	6.74e-03	1	PIK3CA,TAF1,ATM,NSD1,ATR,LRRK2,MTOR
GO:0018105	peptidyl-serine phosphorylation	4.94e-03	4.94e-03	1	PIK3CA,TAF1,ATM,NSD1,ATR,LRRK2,MTOR
GO:0009894	regulation of catabolic process	7.74e-04	7.74e-04	1	EP300,NFE2L2,PIK3CA,APC,EGFR,TAF1,CDKN2A,ATM,PTEN,LRRK2,MTOR
GO:0031329	regulation of cellular catabolic process	1.18e-02	1.18e-02	1	EP300,NFE2L2,PIK3CA,TAF1,CDKN2A,ATM,PTEN,LRRK2,MTOR
GO:0010506	regulation of autophagy	4.55e-02	4.55e-02	1	EP300,PIK3CA,ATM,LRRK2,MTOR
GO:0009895	negative regulation of catabolic process	1.88e-02	1.88e-02	1	PIK3CA,EGFR,TAF1,LRRK2,MTOR
GO:0008284	positive regulation of cell proliferation	4.83e-02	4.83e-02	1	FGFR3,PDGFRA,EGFR,TAF1,PTEN,ERBB4,NF1,MTOR
GO:0070997	neuron death	1.87e-03	1.87e-03	1	PIK3CA,TP53,ATM,LRRK2,NF1,MTOR
GO:1901214	regulation of neuron death	9.19e-04	9.19e-04	1	PIK3CA,TP53,ATM,LRRK2,NF1,MTOR
GO:0051402	neuron apoptotic process	3.92e-02	3.92e-02	1	PIK3CA,TP53,ATM,NF1
GO:0010942	positive regulation of cell death	2.64e-05	2.64e-05	1	PPP2R1A,DNMT3A,APC,TP53,CDKN2A,NOTCH1,ATM,PTEN,ERBB4,LRRK2,NF1,MTOR
GO:1901216	positive regulation of neuron death	3.92e-04	3.92e-04	1	TP53,ATM,NF1,MTOR
GO:0043068	positive regulation of programmed cell death	1.53e-03	1.53e-03	1	PPP2R1A,APC,TP53,CDKN2A,NOTCH1,ATM,PTEN,ERBB4,LRRK2,NF1
GO:0043523	regulation of neuron apoptotic process	2.43e-02	2.43e-02	1	PIK3CA,TP53,ATM,NF1
GO:0043065	positive regulation of apoptotic process	1.23e-02	1.23e-02	1	PPP2R1A,APC,TP53,CDKN2A,NOTCH1,ATM,PTEN,ERBB4,NF1
GO:0043525	positive regulation of neuron apoptotic process	1.16e-02	1.16e-02	1	TP53,ATM,NF1
GO:0003006	developmental process involved in reproduction	2.53e-06	2.53e-06	1	ATRX,ARID1A,PDGFRA,BRCA2,EGFR,ATM,PTEN,SETD2,MTOR
GO:0061458	reproductive system development	3.02e-06	3.02e-06	1	ATRX,ARID1A,PDGFRA,BRCA2,EGFR,ATM,PTEN,SETD2
GO:0048608	reproductive structure development	2.81e-06	2.81e-06	1	ATRX,ARID1A,PDGFRA,BRCA2,EGFR,ATM,PTEN,SETD2
GO:0014070	response to organic cyclic compound	1.82e-02	1.82e-02	1	BRCA1,EP300,ARID1A,DNMT3A,EGFR,TAF1,NOTCH1,TET2,PTEN,LRRK2,MTOR
GO:0042327	positive regulation of phosphorylation	3.19e-05	3.19e-05	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,TP53,EGFR,ATM,PTEN,ERBB4,LRRK2,MTOR
GO:1902533	positive regulation of intracellular signal transduction	5.93e-06	5.93e-06	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,TP53,EGFR,ATM,PTEN,ATR,ERBB4,LRRK2,MTOR
GO:0023014	signal transduction by protein phosphorylation	2.14e-03	2.14e-03	1	FGFR3,MECOM,MAP3K1,PPP2R1A,PDGFRA,EGFR,CDK12,PTEN,ERBB4,LRRK2,NF1
GO:0000165	MAPK cascade	1.43e-03	1.43e-03	1	FGFR3,MECOM,MAP3K1,PPP2R1A,PDGFRA,EGFR,CDK12,PTEN,ERBB4,LRRK2,NF1
GO:0070371	ERK1 and ERK2 cascade	2.64e-02	2.64e-02	1	FGFR3,PDGFRA,EGFR,PTEN,ERBB4
GO:0001934	positive regulation of protein phosphorylation	1.93e-05	1.93e-05	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,TP53,EGFR,ATM,PTEN,ERBB4,LRRK2,MTOR
GO:0043408	regulation of MAPK cascade	1.03e-04	1.03e-04	1	FGFR3,MECOM,MAP3K1,PPP2R1A,PDGFRA,EGFR,CDK12,PTEN,ERBB4,LRRK2,NF1
GO:0070372	regulation of ERK1 and ERK2 cascade	2.02e-02	2.02e-02	1	FGFR3,PDGFRA,EGFR,PTEN,ERBB4
GO:0043410	positive regulation of MAPK cascade	5.90e-03	5.90e-03	1	FGFR3,MAP3K1,PDGFRA,EGFR,PTEN,ERBB4,LRRK2
GO:0070374	positive regulation of ERK1 and ERK2 cascade	4.24e-03	4.24e-03	1	FGFR3,PDGFRA,EGFR,PTEN,ERBB4
