GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0045834	positive regulation of lipid metabolic process	9.00e-03	9.00e-03	1	FGFR3,FLT3,PDGFRA,KIT,MTOR
GO:1903727	positive regulation of phospholipid metabolic process	2.66e-03	2.66e-03	1	FGFR3,FLT3,PDGFRA,KIT
GO:0046834	lipid phosphorylation	9.81e-08	9.81e-08	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11
GO:0046854	phosphatidylinositol phosphorylation	3.84e-08	3.84e-08	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11
GO:0043549	regulation of kinase activity	2.74e-11	2.74e-11	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,CDKN2C,PDGFRA,RB1,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1,MTOR
GO:0043550	regulation of lipid kinase activity	1.60e-06	1.60e-06	1	FGFR3,FLT3,PDGFRA,RB1,PIK3R1,KIT
GO:0043551	regulation of phosphatidylinositol 3-kinase activity	4.05e-05	4.05e-05	1	FGFR3,FLT3,PDGFRA,PIK3R1,KIT
GO:0045859	regulation of protein kinase activity	3.14e-08	3.14e-08	1	MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,CDKN2C,RB1,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1,MTOR
GO:0071900	regulation of protein serine/threonine kinase activity	4.03e-07	4.03e-07	1	MAP3K1,PIK3CG,EZH2,FLT3,CDKN2C,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1
GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	5.18e-10	5.18e-10	1	FGFR3,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11
GO:0042327	positive regulation of phosphorylation	2.41e-10	2.41e-10	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,SOX9,PDGFRA,TP53,EGFR,ATM,KIT,BRAF,PTEN,PTPN11,CHEK2,LRRK2,MTOR
GO:0033674	positive regulation of kinase activity	9.39e-07	9.39e-07	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,PDGFRA,EGFR,KIT,BRAF,PTPN11,LRRK2
GO:0090218	positive regulation of lipid kinase activity	1.01e-03	1.01e-03	1	FGFR3,FLT3,PDGFRA,KIT
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	6.91e-04	6.91e-04	1	FGFR3,FLT3,PDGFRA,KIT
GO:1902533	positive regulation of intracellular signal transduction	1.32e-10	1.32e-10	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,SOX9,PDGFRA,TP53,EGFR,ATM,KIT,BRAF,PTEN,ATR,PTPN11,LRRK2,MTOR
GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	1.41e-02	1.41e-02	1	FLT3,SOX9,PDGFRA,KIT
GO:0023014	signal transduction by protein phosphorylation	5.80e-07	5.80e-07	1	FGFR3,MECOM,MAP3K1,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1
GO:0000165	MAPK cascade	3.28e-07	3.28e-07	1	FGFR3,MECOM,MAP3K1,PIK3CG,EZH2,FLT3,SOX9,PDGFRA,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1
GO:0070371	ERK1 and ERK2 cascade	5.77e-04	5.77e-04	1	FGFR3,SOX9,PDGFRA,EGFR,BRAF,PTEN,PTPN11
GO:0001934	positive regulation of protein phosphorylation	1.06e-10	1.06e-10	1	FGFR3,MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,SOX9,PDGFRA,TP53,EGFR,ATM,KIT,BRAF,PTEN,PTPN11,CHEK2,LRRK2,MTOR
GO:0045860	positive regulation of protein kinase activity	8.38e-05	8.38e-05	1	MAP3K1,PIK3CG,EZH2,PIK3CA,FLT3,EGFR,KIT,BRAF,PTPN11,LRRK2
GO:0032147	activation of protein kinase activity	3.19e-03	3.19e-03	1	MAP3K1,PIK3CA,EGFR,KIT,BRAF,PTPN11,LRRK2
GO:0071902	positive regulation of protein serine/threonine kinase activity	5.35e-05	5.35e-05	1	MAP3K1,PIK3CG,EZH2,FLT3,EGFR,KIT,BRAF,PTPN11,LRRK2
GO:0043408	regulation of MAPK cascade	1.20e-07	1.20e-07	1	FGFR3,MECOM,MAP3K1,PIK3CG,EZH2,FLT3,PDGFRA,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2,NF1
GO:0070372	regulation of ERK1 and ERK2 cascade	1.54e-03	1.54e-03	1	FGFR3,PDGFRA,EGFR,BRAF,PTEN,PTPN11
GO:0043405	regulation of MAP kinase activity	2.69e-06	2.69e-06	1	MAP3K1,PIK3CG,EZH2,FLT3,EGFR,KIT,BRAF,PTPN11,LRRK2,NF1
GO:0043410	positive regulation of MAPK cascade	4.55e-07	4.55e-07	1	FGFR3,MAP3K1,PIK3CG,EZH2,FLT3,PDGFRA,EGFR,KIT,BRAF,PTEN,PTPN11,LRRK2
GO:0070374	positive regulation of ERK1 and ERK2 cascade	2.35e-04	2.35e-04	1	FGFR3,PDGFRA,EGFR,BRAF,PTEN,PTPN11
GO:0043406	positive regulation of MAP kinase activity	5.55e-06	5.55e-06	1	MAP3K1,PIK3CG,EZH2,FLT3,EGFR,KIT,BRAF,PTPN11,LRRK2
GO:0000186	activation of MAPKK activity	4.22e-03	4.22e-03	1	MAP3K1,EGFR,BRAF,LRRK2
GO:0060322	head development	5.69e-06	5.69e-06	1	ATRX,EZH2,BRCA2,EGFR,TAF1,ATM,BRAF,PTEN,PTPN11,SETD2,LRRK2,NF1,MTOR
GO:0007417	central nervous system development	9.24e-06	9.24e-06	1	ATRX,EZH2,CDKN2C,SOX9,BRCA2,EGFR,TAF1,ATM,PTEN,PTPN11,SETD2,LRRK2,NF1,MTOR
GO:0007420	brain development	3.62e-05	3.62e-05	1	ATRX,EZH2,BRCA2,EGFR,TAF1,ATM,PTEN,PTPN11,SETD2,LRRK2,NF1,MTOR
GO:0030900	forebrain development	1.19e-02	1.19e-02	1	ATRX,EGFR,PTEN,NF1
GO:0042063	gliogenesis	9.66e-05	9.66e-05	1	EZH2,CDKN2C,SOX9,EGFR,PTEN,PTPN11,NF1,MTOR
GO:0010001	glial cell differentiation	1.85e-04	1.85e-04	1	CDKN2C,SOX9,EGFR,PTEN,PTPN11,NF1,MTOR
GO:0048709	oligodendrocyte differentiation	1.38e-03	1.38e-03	1	CDKN2C,SOX9,PTEN,NF1,MTOR
GO:0048708	astrocyte differentiation	8.30e-03	8.30e-03	1	SOX9,EGFR,PTPN11,NF1
GO:0021782	glial cell development	2.10e-03	2.10e-03	1	EGFR,PTEN,NF1
GO:0014070	response to organic cyclic compound	1.10e-05	1.10e-05	1	BRCA1,PIK3CG,EZH2,FLT3,FOXA1,IDH1,RB1,EGFR,TAF1,BRAF,PTEN,CHEK2,LRRK2,MTOR
GO:0033993	response to lipid	3.97e-03	3.97e-03	1	BRCA1,EPHA3,EZH2,FLT3,SOX9,FOXA1,IDH1,RB1,EGFR,TAF1,PTEN
GO:0009725	response to hormone	1.72e-05	1.72e-05	1	BRCA1,PIK3CA,FLT3,FOXA1,IDH1,RB1,PIK3R1,EGFR,TAF1,KIT,BRAF,PTPN11,MTOR
GO:0048545	response to steroid hormone	1.66e-02	1.66e-02	1	BRCA1,FLT3,FOXA1,IDH1,RB1,EGFR,TAF1
GO:0032870	cellular response to hormone stimulus	6.87e-04	6.87e-04	1	BRCA1,PIK3CA,FLT3,FOXA1,RB1,PIK3R1,EGFR,TAF1,KIT,PTPN11
GO:0071396	cellular response to lipid	1.74e-02	1.74e-02	1	BRCA1,EPHA3,FLT3,SOX9,FOXA1,RB1,EGFR,TAF1
GO:0071407	cellular response to organic cyclic compound	3.17e-04	3.17e-04	1	BRCA1,PIK3CG,EZH2,FLT3,FOXA1,RB1,EGFR,TAF1,CHEK2,LRRK2
GO:0071383	cellular response to steroid hormone stimulus	1.45e-02	1.45e-02	1	BRCA1,FLT3,FOXA1,RB1,EGFR,TAF1
GO:0048285	organelle fission	1.93e-03	1.93e-03	1	SMC1A,ATRX,SMC3,BRCA2,RB1,ATM,CHEK2,LRRK2
GO:0000280	nuclear division	3.32e-03	3.32e-03	1	SMC1A,ATRX,SMC3,BRCA2,RB1,ATM,CHEK2
GO:0007059	chromosome segregation	3.70e-03	3.70e-03	1	BRCA1,SMC1A,ATRX,STAG2,SMC3,RB1,ATM
GO:0098813	nuclear chromosome segregation	9.21e-03	9.21e-03	1	SMC1A,ATRX,STAG2,SMC3,RB1,ATM
GO:0000278	mitotic cell cycle	1.98e-06	1.98e-06	1	SMC1A,ATRX,STAG2,EZH2,SMC3,CDKN2C,FOXA1,BRCA2,RB1,TP53,EGFR,ATM,PTEN,PTPN11,CHEK2
GO:0006974	cellular response to DNA damage stimulus	2.27e-08	2.27e-08	1	BRCA1,POLQ,SMC1A,ATRX,SMC3,BRCA2,TP53,PIK3R1,EGFR,TAF1,ATM,ATR,PTPN11,SETD2,CHEK2
GO:0042770	signal transduction in response to DNA damage	8.74e-08	8.74e-08	1	BRCA1,SMC1A,ATRX,BRCA2,TP53,ATM,ATR,CHEK2
GO:0042772	DNA damage response, signal transduction resulting in transcription	3.49e-05	3.49e-05	1	BRCA1,BRCA2,TP53,CHEK2
GO:0044770	cell cycle phase transition	3.48e-03	3.48e-03	1	EZH2,CDKN2C,RB1,TP53,EGFR,TAF1,ATM,PTEN,CHEK2
GO:0044843	cell cycle G1/S phase transition	5.00e-06	5.00e-06	1	EZH2,CDKN2C,RB1,TP53,EGFR,TAF1,ATM,PTEN,CHEK2
GO:1903047	mitotic cell cycle process	1.14e-04	1.14e-04	1	SMC1A,ATRX,EZH2,SMC3,CDKN2C,BRCA2,RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:0140014	mitotic nuclear division	3.00e-03	3.00e-03	1	SMC1A,ATRX,SMC3,RB1,ATM,CHEK2
GO:0044772	mitotic cell cycle phase transition	2.18e-02	2.18e-02	1	RB1,TP53,EGFR,PTEN
GO:0000082	G1/S transition of mitotic cell cycle	6.61e-05	6.61e-05	1	EZH2,CDKN2C,RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:0051726	regulation of cell cycle	3.92e-13	3.92e-13	1	BRCA1,SMC1A,ATRX,MECOM,STAG2,EZH2,SMC3,CDKN2C,SOX9,FOXA1,BRCA2,RB1,TP53,EGFR,TAF1,ATM,PTEN,ATR,PTPN11,CHEK2,MTOR
GO:0010564	regulation of cell cycle process	1.15e-09	1.15e-09	1	BRCA1,SMC1A,ATRX,STAG2,EZH2,SMC3,SOX9,BRCA2,RB1,TP53,EGFR,TAF1,ATM,PTEN,CHEK2
GO:1901987	regulation of cell cycle phase transition	6.07e-04	6.07e-04	1	RB1,TP53,EGFR,TAF1,ATM,PTEN,CHEK2
GO:1902806	regulation of cell cycle G1/S phase transition	1.51e-06	1.51e-06	1	EZH2,RB1,TP53,EGFR,TAF1,ATM,PTEN,CHEK2
GO:0007346	regulation of mitotic cell cycle	8.38e-07	8.38e-07	1	SMC1A,ATRX,EZH2,FOXA1,BRCA2,RB1,TP53,EGFR,ATM,PTEN,PTPN11,CHEK2
GO:1901990	regulation of mitotic cell cycle phase transition	2.24e-03	2.24e-03	1	RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:2000045	regulation of G1/S transition of mitotic cell cycle	1.72e-05	1.72e-05	1	RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:0045786	negative regulation of cell cycle	3.94e-11	3.94e-11	1	BRCA1,SMC1A,ATRX,STAG2,EZH2,SMC3,CDKN2C,RB1,TP53,EGFR,ATM,PTEN,ATR,PTPN11,CHEK2,MTOR
GO:0000075	cell cycle checkpoint	1.09e-05	1.09e-05	1	BRCA1,SMC1A,RB1,TP53,ATM,ATR,PTPN11,CHEK2
GO:0031570	DNA integrity checkpoint	7.76e-04	7.76e-04	1	BRCA1,TP53,ATM,ATR,PTPN11,CHEK2
GO:0000077	DNA damage checkpoint	5.32e-04	5.32e-04	1	BRCA1,TP53,ATM,ATR,PTPN11,CHEK2
GO:0007050	cell cycle arrest	1.10e-03	1.10e-03	1	BRCA1,CDKN2C,RB1,TP53,ATM,CHEK2,MTOR
GO:0010948	negative regulation of cell cycle process	1.52e-08	1.52e-08	1	BRCA1,SMC1A,ATRX,STAG2,EZH2,SMC3,RB1,TP53,ATM,PTEN,CHEK2
GO:1901988	negative regulation of cell cycle phase transition	5.87e-03	5.87e-03	1	RB1,TP53,ATM,PTEN,CHEK2
GO:1902807	negative regulation of cell cycle G1/S phase transition	8.60e-05	8.60e-05	1	EZH2,RB1,TP53,ATM,PTEN,CHEK2
GO:0045930	negative regulation of mitotic cell cycle	1.05e-06	1.05e-06	1	SMC1A,ATRX,RB1,TP53,EGFR,ATM,PTEN,CHEK2
GO:0007093	mitotic cell cycle checkpoint	1.37e-03	1.37e-03	1	SMC1A,RB1,TP53,ATM,CHEK2
GO:1901991	negative regulation of mitotic cell cycle phase transition	4.82e-03	4.82e-03	1	RB1,TP53,ATM,PTEN,CHEK2
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	7.10e-05	7.10e-05	1	EZH2,RB1,TP53,ATM,PTEN,CHEK2
GO:0080135	regulation of cellular response to stress	1.75e-06	1.75e-06	1	BRCA1,POLQ,MECOM,PIK3R1,EGFR,ATM,BRAF,PTEN,ATR,CHEK2,LRRK2,MTOR
GO:2001020	regulation of response to DNA damage stimulus	1.28e-03	1.28e-03	1	BRCA1,POLQ,EGFR,ATM,ATR,CHEK2
GO:2001022	positive regulation of response to DNA damage stimulus	1.48e-02	1.48e-02	1	BRCA1,EGFR,ATM,ATR
GO:0045787	positive regulation of cell cycle	1.48e-06	1.48e-06	1	BRCA1,ATRX,FOXA1,BRCA2,RB1,TP53,EGFR,ATM,PTPN11,CHEK2
GO:0090068	positive regulation of cell cycle process	8.24e-03	8.24e-03	1	BRCA1,ATRX,RB1,TP53,ATM,CHEK2
GO:0000819	sister chromatid segregation	1.80e-03	1.80e-03	1	SMC1A,ATRX,STAG2,SMC3,RB1,ATM
GO:0007062	sister chromatid cohesion	2.54e-03	2.54e-03	1	SMC1A,ATRX,STAG2,SMC3,RB1
GO:0000070	mitotic sister chromatid segregation	3.19e-03	3.19e-03	1	SMC1A,ATRX,SMC3,RB1,ATM
GO:0033047	regulation of mitotic sister chromatid segregation	4.34e-02	4.34e-02	1	ATRX,RB1,ATM
GO:0007064	mitotic sister chromatid cohesion	5.82e-05	5.82e-05	1	SMC1A,ATRX,SMC3,RB1
GO:0072331	signal transduction by p53 class mediator	3.41e-05	3.41e-05	1	BRCA1,ATRX,BRCA2,TP53,TAF1,ATM,ATR,CHEK2
GO:0030330	DNA damage response, signal transduction by p53 class mediator	1.63e-06	1.63e-06	1	BRCA1,ATRX,BRCA2,TP53,ATM,ATR,CHEK2
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	2.67e-05	2.67e-05	1	BRCA1,BRCA2,TP53,CHEK2
GO:0006259	DNA metabolic process	1.80e-07	1.80e-07	1	BRCA1,POLQ,SMC1A,ATRX,STAG2,EZH2,SMC3,PIK3CA,PDGFRA,BRCA2,TP53,EGFR,ATM,ATR,SETD2,CHEK2
GO:0051052	regulation of DNA metabolic process	1.07e-11	1.07e-11	1	BRCA1,POLQ,SMC1A,ATRX,STAG2,SMC3,PIK3CA,PDGFRA,BRCA2,TP53,EGFR,ATM,ATR,CHEK2
GO:0006281	DNA repair	4.12e-07	4.12e-07	1	BRCA1,POLQ,SMC1A,ATRX,SMC3,BRCA2,TP53,EGFR,ATM,ATR,SETD2,CHEK2
GO:0097190	apoptotic signaling pathway	1.65e-04	1.65e-04	1	BRCA1,FGFR3,BRCA2,TP53,PIK3R1,ATM,PTEN,CHEK2,LRRK2,NF1
GO:2001235	positive regulation of apoptotic signaling pathway	1.91e-02	1.91e-02	1	TP53,PTEN,NF1
GO:0000732	strand displacement	2.10e-02	2.10e-02	1	BRCA1,BRCA2,ATM
GO:0097193	intrinsic apoptotic signaling pathway	1.27e-03	1.27e-03	1	BRCA1,BRCA2,TP53,PIK3R1,ATM,CHEK2,LRRK2
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	3.81e-05	3.81e-05	1	BRCA1,BRCA2,TP53,PIK3R1,ATM,CHEK2
GO:0097191	extrinsic apoptotic signaling pathway	3.46e-02	3.46e-02	1	PIK3R1,PTEN,NF1
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	1.81e-03	1.81e-03	1	PIK3R1,PTEN,NF1
GO:1901796	regulation of signal transduction by p53 class mediator	8.65e-04	8.65e-04	1	BRCA1,TP53,TAF1,ATM,ATR,CHEK2
GO:0071158	positive regulation of cell cycle arrest	2.34e-02	2.34e-02	1	BRCA1,TP53,ATM,CHEK2
GO:0006260	DNA replication	5.24e-10	5.24e-10	1	BRCA1,POLQ,SMC1A,ATRX,STAG2,SMC3,PDGFRA,BRCA2,EGFR,ATM,ATR,CHEK2
GO:0006261	DNA-dependent DNA replication	1.58e-05	1.58e-05	1	POLQ,SMC1A,ATRX,STAG2,SMC3,BRCA2,CHEK2
GO:0044786	cell cycle DNA replication	3.21e-08	3.21e-08	1	SMC1A,ATRX,STAG2,SMC3,BRCA2,CHEK2
GO:0033260	nuclear DNA replication	8.96e-03	8.96e-03	1	ATRX,BRCA2,CHEK2
GO:0006275	regulation of DNA replication	2.87e-10	2.87e-10	1	SMC1A,ATRX,STAG2,SMC3,PDGFRA,BRCA2,EGFR,ATR,CHEK2
GO:0090329	regulation of DNA-dependent DNA replication	1.33e-07	1.33e-07	1	SMC1A,ATRX,STAG2,SMC3,BRCA2,CHEK2
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3.47e-02	3.47e-02	1	BRCA2,TP53,CHEK2
GO:0071897	DNA biosynthetic process	3.37e-03	3.37e-03	1	BRCA1,POLQ,BRCA2,TP53,ATM,ATR
GO:0051054	positive regulation of DNA metabolic process	3.45e-03	3.45e-03	1	BRCA1,ATRX,PDGFRA,EGFR,ATM,ATR
GO:0045740	positive regulation of DNA replication	4.56e-03	4.56e-03	1	ATRX,PDGFRA,EGFR
GO:0051053	negative regulation of DNA metabolic process	2.26e-09	2.26e-09	1	POLQ,SMC1A,STAG2,SMC3,BRCA2,TP53,ATM,ATR,CHEK2
GO:0008156	negative regulation of DNA replication	2.68e-08	2.68e-08	1	SMC1A,STAG2,SMC3,BRCA2,ATR,CHEK2
GO:2000104	negative regulation of DNA-dependent DNA replication	7.32e-08	7.32e-08	1	SMC1A,STAG2,SMC3,BRCA2,CHEK2
GO:0018212	peptidyl-tyrosine modification	5.08e-04	5.08e-04	1	EPHA3,FGFR3,FLT3,PDGFRA,TP53,EGFR,KIT,MTOR
GO:0018108	peptidyl-tyrosine phosphorylation	4.85e-04	4.85e-04	1	EPHA3,FGFR3,FLT3,PDGFRA,TP53,EGFR,KIT,MTOR
GO:0033044	regulation of chromosome organization	2.22e-02	2.22e-02	1	BRCA1,ATRX,RB1,TP53,ATM,ATR
GO:0010638	positive regulation of organelle organization	2.07e-02	2.07e-02	1	BRCA1,ATRX,RB1,TP53,ATM,BRAF,ATR,MTOR
GO:2001252	positive regulation of chromosome organization	5.32e-04	5.32e-04	1	BRCA1,ATRX,RB1,TP53,ATM,ATR
GO:0048144	fibroblast proliferation	1.47e-04	1.47e-04	1	PDGFRA,TP53,EGFR,NF1
GO:0048145	regulation of fibroblast proliferation	1.41e-04	1.41e-04	1	PDGFRA,TP53,EGFR,NF1
GO:0050673	epithelial cell proliferation	8.31e-04	8.31e-04	1	SOX9,BRCA2,RB1,EGFR,KIT,PTEN,NF1,MTOR
GO:0050678	regulation of epithelial cell proliferation	1.32e-03	1.32e-03	1	SOX9,BRCA2,RB1,EGFR,PTEN,NF1,MTOR
GO:0008285	negative regulation of cell proliferation	4.93e-02	4.93e-02	1	RB1,TP53,PTEN,NF1
GO:0050680	negative regulation of epithelial cell proliferation	3.10e-03	3.10e-03	1	SOX9,BRCA2,RB1,PTEN,NF1
GO:0033365	protein localization to organelle	7.15e-05	7.15e-05	1	ATRX,EZH2,RPL5,SOX9,BRCA2,RB1,TP53,PIK3R1,EGFR,ATR,LRRK2,NF1,MTOR
GO:0034502	protein localization to chromosome	5.38e-04	5.38e-04	1	ATRX,EZH2,BRCA2,RB1,ATR
GO:0070198	protein localization to chromosome, telomeric region	1.10e-02	1.10e-02	1	ATRX,BRCA2,ATR
GO:0072594	establishment of protein localization to organelle	2.44e-02	2.44e-02	1	TP53,PIK3R1,EGFR,NF1
GO:0008284	positive regulation of cell proliferation	1.06e-02	1.06e-02	1	FGFR3,FLT3,SOX9,PDGFRA,EGFR,TAF1,KIT,PTEN,NF1,MTOR
GO:0032504	multicellular organism reproduction	8.60e-03	8.60e-03	1	ATRX,SOX9,PDGFRA,BRCA2,EGFR,ATM,KIT,PTEN,PTPN11,MTOR
GO:0048609	multicellular organismal reproductive process	7.72e-03	7.72e-03	1	ATRX,SOX9,PDGFRA,BRCA2,EGFR,ATM,KIT,PTEN,PTPN11,MTOR
GO:0043276	anoikis	1.19e-02	1.19e-02	1	PIK3CA,CHEK2,MTOR
GO:0048511	rhythmic process	5.74e-03	5.74e-03	1	TP53,EGFR,PTEN
GO:0007623	circadian rhythm	1.35e-03	1.35e-03	1	TP53,EGFR,PTEN
GO:0098727	maintenance of cell number	1.45e-03	1.45e-03	1	SMC1A,EZH2,SMC3,SOX9,KIT,BRAF
GO:0019827	stem cell population maintenance	2.10e-02	2.10e-02	1	SMC1A,SMC3,SOX9,KIT,BRAF
GO:0007568	aging	1.06e-04	1.06e-04	1	BRCA2,TP53,ATM,PTEN,ATR,CHEK2,LRRK2,MTOR
GO:0007569	cell aging	1.13e-07	1.13e-07	1	BRCA2,TP53,ATM,PTEN,ATR,CHEK2,MTOR
GO:0090399	replicative senescence	3.04e-06	3.04e-06	1	TP53,ATM,ATR,CHEK2
GO:0010259	multicellular organism aging	3.19e-02	3.19e-02	1	TP53,ATM,LRRK2
GO:0008340	determination of adult lifespan	2.55e-03	2.55e-03	1	TP53,ATM,LRRK2
GO:0031099	regeneration	2.52e-02	2.52e-02	1	FLT3,EGFR,BRAF,PTEN
GO:0009887	animal organ morphogenesis	6.76e-04	6.76e-04	1	FGFR3,SOX9,FOXA1,PDGFRA,EGFR,KDM6A,BRAF,PTEN,SETD2,LRRK2,NF1,MTOR
GO:0003006	developmental process involved in reproduction	5.21e-07	5.21e-07	1	ATRX,SOX9,FOXA1,PDGFRA,IDH1,BRCA2,EGFR,ATM,KIT,PTEN,PTPN11,SETD2,MTOR
GO:0007548	sex differentiation	1.05e-04	1.05e-04	1	ATRX,SOX9,PDGFRA,IDH1,BRCA2,ATM,KIT,PTPN11
